Column A,Column B
234032,298507
619757,197650
478755,629901
889264,180515
604241,681633
704956,722875
617324,330081
968406,54950
948905,915785
572382,566830
792135,311420
957060,116145
446016,695574
542501,630454
885987,906084
733052,985821
981499,288508
362000,330236
291353,936837
563050,583575
841628,501047
949521,678207
925396,690855
618847,754246
799859,64135
471806,657292
589490,433339
502661,954382
531149,619789
812177,916894
725417,515347
905437,158537
215046,270285
428642,843427
805433,322716
802910,581218
876598,390898
159540,59733
10501,686506
740529,134018
681605,475365
326613,921908
29622,297034
896210,886934
820919,566487
521924,209778
137075,943785
927537,749566
37666,914411
285007,193834
256240,25146
511036,659812
477242,289405
293879,499012
338967,724951
184615,536616
219190,527914
11855,914636
983878,68350
929418,391010
312876,489762
813209,370118
322126,341495
710579,673036
496762,893291
111488,549624
777836,721049
520604,837056
865394,889785
353531,180635
953856,688567
664511,180357
372440,858548
24490,450029
378834,804492
363435,837077
957651,466731
290111,70186
402555,717356
685978,214129
473528,376747
425505,126465
680252,223326
751556,829621
196310,611583
739045,338766
725006,769769
888906,365897
33662,586246
916651,829102
182662,435594
356669,661087
896899,150003
254933,944154
429239,165037
854481,502299
578923,43331
770444,181260
542284,850604
378565,481497
643437,545703
35349,206959
296949,312823
746619,70861
53847,915520
888138,572815
616299,636732
727490,315949
146905,653789
35690,806296
770232,359180
143454,172778
364647,646732
844638,759313
673555,331099
416450,295730
423905,822335
312617,442626
962983,284620
528276,916342
66391,482601
991561,621320
542171,779178
284771,161900
702950,379215
84417,280500
787868,326120
295307,639963
345705,346191
163984,585076
772166,835629
697555,297208
348245,300090
213422,304536
363101,318741
89369,375696
85992,754101
399352,366156
406996,94265
79265,362957
445913,528268
234894,113490
934454,933210
727605,87011
498741,358233
572139,605687
724934,867266
83875,986260
970327,797519
716579,537235
28498,264118
973272,273233
766979,379651
305941,509743
295244,410345
658416,202113
950020,724947
4644,864189
722113,634789
929145,926271
572797,231638
533805,23458
243127,454159
148454,178830
661627,229740
211216,172360
36536,469999
662851,155495
270045,319023
296366,613580
645976,261578
304788,987826
435782,967755
819941,232817
488074,126164
676803,95521
954553,316377
874985,736645
700493,542448
567283,99743
321408,786608
878964,453516
945300,290948
851463,742966
171272,654161
891824,426131
609746,571566
234551,279063
844170,118390
834067,367538
379631,33721
334064,402960
29883,895819
165897,219279
183270,327967
471760,490565
289221,829979
987651,443537
29116,348636
430742,292720
108189,285815
171404,393794
692741,394315
366166,675600
399653,803867
889806,295640
713018,300399
770926,669474
847672,123504
746545,335635
22401,964840
432279,911290
525810,258898
603165,328889
974352,255608
181214,748567
711986,598641
994244,506198
179419,975062
939916,955440
868048,150796
500688,237685
835545,337541
175279,396122
898117,629205
223334,576182
1741,404771
541186,540160
575257,894450
232198,81065
230720,259624
557576,175839
691978,321038
336897,160767
550414,711341
821829,964842
13633,868641
284741,223288
979687,962390
737941,952428
470448,452745
430019,409572
454781,189757
746236,332904
937490,475413
797793,981182
131704,660964
742345,467420
363644,691946
356056,674296
171050,92346
389105,575069
801975,771880
560401,711775
641683,364074
203203,299776
257863,991630
949400,672816
163823,169494
942054,41697
770735,862965
307592,252898
515142,546460
410803,485072
502704,866534
147476,925620
314277,266436
702608,102013
174023,510076
397518,65515
199821,600352
822185,12383
503256,112209
47880,478670
363632,355188
197033,518322
566210,767973
113347,618819
621639,193083
236412,995771
525290,586411
672755,186584
346763,687799
79121,507595
939192,137032
428878,773173
180580,239691
882200,695148
767475,582398
451984,4058
83271,269328
227817,891558
755152,200626
718068,149595
344805,230511
123421,514287
430122,132738
971916,904400
593085,857685
841654,38061
267444,643498
949806,152676
210915,524170
164720,842261
905911,773123
162082,67346
853223,880245
570041,415593
449799,943014
925965,386932
809527,952861
363416,828306
742594,476187
573086,135216
715850,823597
809261,823537
426763,552023
800322,406292
658444,488500
376209,835589
940685,678392
305820,476226
961878,514622
150307,976304
645735,647683
177675,258850
513905,997488
591779,469048
742788,672091
477370,272518
917403,926979
53856,44884
776904,628515
733519,368320
217937,856624
217104,939164
699363,486930
593442,390335
157834,166054
928924,946163
984782,572445
109874,968335
803534,858029
770585,169337
551578,122506
509845,398181
604804,900221
280021,168339
681966,969750
802132,159519
265848,152267
789620,725849
578421,31932
81447,270631
861830,465376
170380,667831
246778,733252
65063,338609
957518,274415
703178,66646
423625,989117
467252,85110
878758,616687
740223,539714
442108,205097
753825,109307
607154,125908
340580,122711
419702,740411
43905,133614
474946,534737
759005,482272
701717,463907
645395,972806
363019,403604
479982,695368
73495,751206
899981,82986
710910,295674
322466,821151
363882,823834
128011,787683
492761,756144
834547,770136
745412,509655
610676,502997
63045,881162
366538,875097
501443,49190
393216,982450
361402,156160
997563,891333
767361,922624
791345,819784
95697,631111
292157,378711
343181,32407
76336,65687
836194,111383
425,346908
402552,22487
630198,715042
635042,783666
333277,143516
750552,575014
38155,625133
221842,700117
203868,185931
375080,86670
47546,654770
339006,5119
800947,106949
941941,712194
623121,630588
678167,474534
229522,736321
488498,840133
416420,823401
22386,828750
167973,649412
121143,380012
862033,566835
778004,788465
415842,191573
927180,837991
687409,995239
232823,747744
208734,226064
550731,325223
516482,525357
244445,319123
943481,802605
940173,155834
9550,501567
693624,399882
310214,521137
760539,338912
49160,904728
120224,922114
927164,988500
992639,570136
958067,106811
390739,642795
883859,797484
282389,555168
445358,303282
233729,83183
780595,873462
936071,804177
201504,697969
44806,642715
18160,664772
978729,895079
752116,323273
676600,484301
195937,209362
807612,285088
302162,825710
971300,706496
408833,890524
499496,460563
60613,602017
270603,958048
914688,49582
215510,322658
462585,994242
393540,499077
173179,866534
982825,427619
545142,403577
148405,221805
417648,323453
199557,197867
754353,994687
784750,309801
452608,503773
544675,602037
753678,212274
938455,754537
863039,413730
141594,916148
612130,443710
196652,569312
87049,731467
629458,599221
713279,399705
927699,600318
619700,915229
35312,766591
550189,503659
543363,943298
775224,974661
542393,320407
919412,142658
275502,529443
682188,341465
419683,320715
389464,217737
471224,754360
608147,605747
476876,416632
424531,608496
334097,911162
532015,738219
795805,93291
927393,825149
503744,607830
766241,315490
464222,398763
113614,7380
866460,159211
884528,886170
300634,908226
818781,495880
202716,906201
249587,246730
270452,701198
359304,600884
804669,706766
425722,381764
83646,134509
455612,516776
680407,304938
801255,77005
649878,824125
931049,999628
93765,647780
364139,532241
554419,83326
295733,614032
998887,933407
132838,773848
985615,844044
254310,89010
188100,621424
641893,195102
21228,27403
98306,469207
754780,652406
642623,731847
822071,745486
130980,532147
344225,888911
486783,952593
576145,70787
589537,264774
259094,185924
78240,11217
644415,66740
797989,622014
377195,10316
773523,618569
91204,358757
779918,441153
345668,916236
517970,161644
906987,349535
162416,731600
447802,443565
668073,932107
497880,657011
7784,569404
218621,339665
611750,628209
446775,776064
11759,186378
331836,560312
865401,263014
527959,546675
398765,712063
767312,86874
719847,618249
278394,575530
80802,223857
378933,584159
589932,89389
120736,788518
340140,447795
885773,35967
437065,320848
851652,573018
781463,724833
589488,231426
540427,359727
971637,394644
821897,653353
331732,635061
492562,492847
894892,266754
997683,940816
200741,1858
203179,121444
879933,97136
684865,475299
359139,377558
801581,272185
822827,231320
198146,372497
834947,297603
429287,828520
111476,528985
77370,463394
504706,350688
576949,507258
358620,792037
574245,958168
794176,508486
236318,482779
408673,972173
451257,455617
821285,928534
781178,229104
821203,826904
655573,581607
28564,236815
169315,353276
359790,67564
488277,518334
733211,541952
446979,545327
902493,665337
266505,26493
578646,971176
675401,662715
970963,966631
143582,884440
771332,90059
260287,803653
992930,770386
792662,239975
8134,996380
971412,99153
255820,384439
642728,460224
207345,671867
212495,522305
551745,542386
869683,526913
161886,376142
151225,65405
824001,520503
45368,754777
860772,491868
773732,556740
685277,350740
88249,906842
706638,376627
685051,856073
6661,560819
28951,962407
926562,85467
750315,939483
266923,993469
650216,378409
151701,443969
583732,953089
667443,51969
444966,578033
706514,793008
572998,446182
741329,984175
209885,734790
754431,615092
229497,243349
728977,694022
456771,39412
712616,892496
168073,732284
860376,539732
128645,551254
520606,414981
213792,650508
152809,756855
296020,126012
637865,736080
693542,989540
791612,699116
255946,107181
730238,754481
793198,486874
989990,486131
471853,957914
285217,888769
863951,694195
412395,449070
406247,754142
26635,190546
873586,334390
231917,165986
682759,18367
277040,767352
803763,906917
911412,882362
103831,659216
550345,735070
384061,233863
294845,442466
653813,552286
408548,522653
9002,55887
869352,791848
350342,956336
212424,709561
391877,357407
241044,151979
979499,172463
253836,27868
514354,292856
378060,450119
688597,294045
29764,125325
642905,960322
268713,771034
991773,498382
700590,354704
922450,995015
848153,898813
297960,991755
352738,873184
556660,683993
882585,410079
344923,980157
621880,82941
214041,879216
885898,242030
878260,487069
977079,508187
540356,15788
489639,68593
249510,146291
183693,901530
895787,965881
329882,886953
88501,948577
236652,850426
701267,345050
799954,524288
676503,413391
414577,478813
331653,420731
21522,614255
127181,484504
897,429918
165035,932755
922070,220676
175578,473495
242243,620861
273450,538402
402727,424834
330529,653938
325128,680977
271059,149438
977819,925755
786263,107488
236199,808365
694721,45557
567525,766543
822124,942327
209041,183860
459569,585056
414471,512595
628478,900151
380853,221598
602828,216962
71566,900715
191530,482341
626383,334469
816139,339567
363797,888251
252812,354680
493661,415052
489495,132504
719824,61131
959048,582036
459783,821078
626335,509177
893542,869781
177330,348175
203176,386073
16953,624848
108860,119362
824418,710333
295528,713856
725695,596209
527896,693300
52240,382211
484883,145617
955834,834596
702095,861009
336984,146444
309685,831452
571227,269709
578280,855399
623697,805864
912326,913344
243108,809903
228700,9558
307428,920691
410348,233085
242878,745338
371937,958227
846905,206146
839766,401493
635626,121062
473764,987125
409148,438941
411376,433632
957442,206955
472513,236047
73947,998860
150219,610189
818193,599103
891294,801087
545888,751192
244780,519936
51758,655934
608992,931341
318777,631638
597618,913368
61840,771241
834265,920172
341102,111388
71028,419091
53549,987794
965161,223356
82563,324968
560602,620154
522921,717624
16935,669726
374673,522615
932351,721584
231082,837340
122297,975827
319828,554263
437158,707861
459801,168813
466277,36292
278445,882232
363524,863411
349912,949678
46612,337024
978460,322407
941442,622456
847261,959431
799298,23401
607536,967258
619906,131872
602732,112616
871679,379430
54196,760747
126635,547797
6978,571921
662293,662185
138191,390563
950388,267041
224367,206337
268871,33695
941198,471435
609809,697030
629775,767545
182948,598148
531482,589574
501819,31944
167006,820416
975685,345449
491578,288337
1257,581568
329923,164397
568666,164088
792081,725172
905425,36717
599901,695790
421607,254799
901231,668446
249431,883942
933863,772063
362769,585169
729713,413944
739903,238426
730635,623807
787855,248227
730302,572848
175614,949142
281610,415613
915462,325798
925639,701454
974942,196151
281006,68178
146811,754713
416304,225310
273725,845346
721004,967545
71308,825800
726406,657521
74171,490118
135214,765319
536235,325299
392575,625427
658740,219122
578783,880333
362968,279708
325829,379983
715354,675711
407199,988841
589965,955761
393082,881040
17500,487101
653554,724893
91452,914122
9965,920410
325002,202200
84498,633084
537025,580400
13873,686055
733023,776834
290358,931106
473715,94246
65342,88870
307327,51696
30806,343691
808748,675659
971801,910113
788680,172111
132659,775875
358529,123071
747374,808124
878458,425654
580651,729724
702495,226931
360944,643045
859886,536476
463912,328641
311869,510379
808179,990556
578775,158635
204973,523581
849650,445984
384723,376074
387312,791616
927061,252816
642687,474444
697443,674599
773421,872913
597888,612470
205092,681498
454219,682626
785901,496884
67931,669548
355079,778007
851979,924299
1849,751794
965925,745883
407761,300995
644964,652170
939464,949087
42281,376590
125200,641515
480222,50861
286591,90498
130245,187422
826985,835901
722466,8606
952097,825735
17126,560108
340010,26721
874653,156425
428998,135797
624615,809112
600830,524092
785082,712669
258168,225003
552386,381077
734432,410046
976504,421796
638278,14985
19463,720063
463819,518170
6466,694794
161296,178221
931639,202047
331529,665679
967276,168516
400098,512986
703281,634911
516320,848068
897397,136840
317126,797322
908868,458199
795636,918712
551592,711824
27358,532189
452206,69973
925855,198954
350993,166581
987609,138894
947568,987732
501278,157997
547172,52733
513124,555338
230058,745298
855437,551790
765797,425658
411577,185570
267912,190731
890971,726803
473687,435242
566854,602253
269034,856495
978509,838759
864510,34757
285813,164140
972154,772188
642365,904931
482795,552217
146229,576870
796060,244085
979109,369186
220249,924712
789136,295092
888772,649724
56612,34449
632767,838019
406640,686749
37687,665178
657388,46287
44394,948423
916414,124428
41185,867536
787152,295553
734706,844235
860163,131025
162494,854463
128230,101655
91734,169036
719142,47728
338623,494465
287633,919463
401072,738587
861187,173342
499229,574364
265175,456016
931270,246931
618931,164317
138590,238353
184725,121746
997535,655767
447267,109406
705602,575513
606195,107395
52364,137926
973337,527257
433342,130222
966725,352477
467396,867008
202908,980834
361396,75040
411384,140435
948222,38947
353911,702586
988860,743944
865624,692824
737945,845533
702737,295279
681127,372819
428906,322656
757816,677762
520823,112744
978162,56783
763232,910603
691120,483622
67297,518040
770575,147935
828250,839400
82126,837316
958131,292639
723203,142181
563060,496267
286874,573932
340659,890924
52066,419284
67200,365467
507424,756471
343807,696929
242793,104511
785274,628941
852263,509740
740124,135100
292375,714908
825695,674112
351171,597210
901968,768080
235040,915937
794611,417346
871536,75502
825132,942594
597177,922132
46851,138450
960562,667389
136895,431700
463636,757414
50527,852424
84813,87154
406793,370343
973345,948888
528078,984042
635600,396633
308778,524946
56180,27639
143787,452237
466230,995110
984755,367674
210467,517298
846611,377191
664606,98819
826214,939178
458300,640606
756588,347736
414261,829479
836753,760215
148434,685717
595669,664452
235792,968526
918811,872438
584431,500109
459673,654992
477224,113769
292442,265145
552628,637468
587041,952948
491203,499526
326152,715027
342681,513424
331868,249855
760056,920874
7064,513765
694949,649058
893531,763925
322080,586501
243958,160670
404099,382498
601707,94243
164035,69109
939511,544392
145193,143637
46676,732620
738017,864597
896176,40344
151511,683367
209349,735022
789813,561821
201828,200121
877876,316896
439557,651172
254061,22157
839510,800089
828185,581478
559215,397254
718346,866414
349961,13759
516877,155772
1015,744479
982392,244586
223355,490317
380072,537105
876589,70901
863148,504815
236737,731179
642654,668573
10952,704681
480939,390204
134936,94581
561392,583421
825352,587668
917853,330980
233026,36481
599013,543065
127932,156938
551016,767477
324198,43751
219444,779446
842229,170144
454812,476876
311000,598110
892292,382718
645598,22280
299457,693577
649532,252105
714733,538653
395487,635999
661542,598313
542987,703141
716248,393203
174015,239795
651615,911318
49058,437154
461274,705687
100039,916695
869819,601496
333509,181297
357197,45468
30826,613613
52122,418498
483332,713563
723658,33428
34971,960926
386993,324246
794133,5843
413253,856724
554924,655925
806096,57141
32704,31192
137906,262238
232131,824250
919026,928067
87471,613003
283914,436255
418715,994751
928398,351539
833456,703435
863674,235607
617611,918828
903451,318572
846025,269325
825381,410582
695117,420706
156235,368080
997758,388361
812122,194584
939549,737910
606226,66308
250229,754129
496495,296127
675380,268388
598754,492321
642210,487761
477742,521007
666010,95544
209565,690670
39826,147942
113775,198102
101475,953656
476691,666992
850086,763971
91842,46942
417477,840211
850468,297231
175776,768118
510913,411200
88584,943713
325895,467078
364580,774889
205118,669502
945882,85376
95234,542973
119681,39024
205962,974035
843202,20691
91505,308848
296115,158298
871105,998520
615483,820772
46446,732609
154271,726216
752516,787272
528781,28581
615142,538956
279298,910054
576512,63602
235562,484460
749908,730108
463321,910120
347981,777726
663740,390094
341475,996039
724580,477612
455225,886360
531280,952985
211337,261458
674734,51982
422001,788501
421702,261789
674622,971271
692485,450305
902346,90521
328579,3736
510181,793434
361687,471865
524126,276117
451193,652452
104861,344714
50974,212357
339342,931406
225165,451586
752114,685036
226630,625526
107582,136228
708085,27636
64623,510796
189969,878791
772309,636530
150264,372120
84533,430892
146645,981971
785730,784202
82353,937932
451742,272644
832267,225272
539228,210966
132203,746291
633053,865903
229120,38291
251672,440461
953712,643513
989936,824774
861457,973632
213600,210810
440441,778372
400754,299894
822806,896398
256125,629915
456827,920169
872087,305030
531796,189729
871774,411757
331591,584245
658436,482807
508413,973259
71051,834594
958125,618494
122844,740529
488536,677259
71149,452290
647703,435344
454233,622525
71141,263265
804463,983960
643474,954833
231861,327986
840326,407619
134273,194176
52094,77104
787409,693783
538984,615453
336444,444969
526083,469358
335338,123847
137159,667059
961495,939796
83700,203377
983168,911213
262595,770560
831515,972815
856306,518578
686097,498418
156984,483962
568462,916563
210114,887714
988947,979009
547661,874155
971638,591644
129094,31084
190305,497446
70186,579543
526881,567625
175815,772381
895963,800340
711998,297373
551533,910877
427075,423098
21114,64472
220659,627622
951451,551375
653225,134319
496524,320940
668593,467264
894432,534057
358123,551538
225570,152032
818027,835485
511135,305235
777634,472903
80419,67733
270015,904937
421154,100986
222944,208962
696240,664316
505583,859802
270900,664979
209405,835274
413123,41018
934322,493490
794266,245466
14786,62110
958793,160070
808517,491597
407357,510425
936382,474173
758208,681881
255942,313465
821466,405133
204631,1880
180442,810524
446699,908354
765815,463479
227425,697775
181649,847170
868968,180106
891181,90369
616743,616129
973038,213941
865530,129023
18702,801286
388238,653853
405274,522221
693386,949088
204410,487067
150497,229609
516035,641314
261688,443338
757869,623377
383929,839242
203453,829997
568763,94934
415145,447744
487715,429268
216889,761704
876133,615780
794412,92333
145898,712678
915250,237932
290902,888117
498973,140139
777007,716629
308220,700206
640887,648475
159268,869915
619000,296189
575192,277703
959823,810692
475418,499531
432589,865562
517878,495107
695490,146747
306105,560405
222864,795294
22495,39984
806903,966910
340655,229395
146621,430767
43171,349093
895275,666577
964772,723808
844440,150975
83155,595523
655621,119074
648169,71102
755981,95164
683598,759861
348898,42619
805343,760546
763363,173720
402706,886112
721114,102625
941383,372911
596852,540989
141063,668823
198813,176740
462470,584459
553698,253268
175565,19906
676807,275139
558768,599566
306168,101564
953029,775115
117328,75801
516855,236163
498823,962966
50462,614338
378131,534027
705805,891753
893305,35413
23064,34092
270863,17239
146027,30074
344377,368830
329636,573395
907144,292263
719567,436481
455947,180760
233425,946227
104406,147570
610711,128938
57964,402483
359814,628361
787415,5454
314607,70951
917442,729373
523108,127951
940871,997574
320622,334223
68808,685552
608709,829614
228737,43627
546444,656857
479117,718511
114246,808655
650365,671889
841526,968472
797430,223649
351638,694888
201189,682211
923895,891149
557292,647904
214703,643499
872,579950
968449,131042
832922,334915
423398,776196
58424,563857
1067,78375
146894,604584
213579,94644
947095,577441
802952,953218
709010,653924
794342,354531
48239,396548
261437,370439
529748,714720
536533,729982
677355,159631
536241,152414
241122,63116
36744,224328
833565,810976
481544,837743
821160,409055
631897,765263
7578,302324
921964,455374
228814,493433
312898,641935
223561,402020
863192,290019
779280,153260
810662,640237
286366,598664
615197,886632
119325,543830
640152,17911
621727,740497
656460,816126
96891,19003
635168,230172
675552,464406
986657,652876
334461,645327
290250,110529
636989,415629
230994,772874
514211,922988
317570,628377
742439,372416
445044,868544
757553,933662
214382,790871
42787,71850
881431,59084
527542,913397
819545,830276
264967,348249
594866,613418
597138,800700
952576,230546
951872,732793
978515,117957
748054,792441
135716,27510
365359,877377
197089,448883
526602,209811
398393,391887
863895,583206
931267,702399
55632,527895
37062,925312
408045,447148
411876,13278
660158,867610
741534,962154
827360,919959
365264,588220
36274,155622
421899,512680
562946,43239
779073,272105
939712,292797
863222,259889
162568,226100
202256,904375
721156,20280
22389,236796
915134,851220
324171,114087
216742,639597
517577,26417
109798,173634
247202,658470
667102,65543
684776,433023
165140,231572
945376,488866
945187,217414
340688,617008
148282,43616
853827,362227
517378,448244
409891,854795
370651,887467
548203,39081
281237,847849
100722,929958
621742,879434
426310,985134
173301,377984
384269,948951
113132,467365
796905,572503
20994,172275
926033,595288
261343,273629
568654,129286
119575,145423
391951,22875
696656,350736
507653,263470
575110,202174
778783,164089
945377,512391
968922,382462
574789,412219
312345,230195
243311,694320
306676,467168
379008,870428
831644,852114
115482,690741
759850,143065
640509,949911
545950,177223
45299,219013
570635,979913
163833,415534
978888,226850
717418,894754
542413,958978
960544,702507
511844,250015
809200,506346
46919,435802
195363,939022
283587,298277
493126,920491
93962,815505
142732,343665
524985,644342
8820,333622
564175,247800
906634,862086
329574,796782
808541,923329
705799,959276
993115,668750
840555,6154
259393,122965
243849,160906
618175,814900
978576,618599
804833,393590
303237,80263
877621,25596
347499,929888
666348,917454
324205,402267
902026,895621
280225,653598
722046,856384
64770,371483
869323,796970
791253,486625
529510,632271
141218,856818
237499,403050
533211,426578
426828,70976
14214,727973
115299,454403
965944,737321
349231,164959
946638,540598
233958,731632
174542,804031
603242,708369
172361,877761
568228,442214
225078,260730
508702,484357
671960,312560
685065,968625
872763,333974
786098,390775
133471,572282
734376,81604
661471,978494
269314,201793
327017,425726
784476,928016
725014,205653
14052,943460
620736,623265
321554,369910
442460,837525
173190,969468
214452,162741
249371,624114
940893,306397
555669,681965
306942,492776
189284,331573
583419,61974
333521,816962
187722,657259
465000,156280
717538,719304
215849,797402
621644,209836
645273,218217
658183,482034
475546,560626
470876,166780
441631,928614
767467,475256
335333,464833
142044,207034
740372,985854
880423,115233
996860,5885
924069,794520
295257,363983
351684,701896
218427,400503
346987,826407
771059,495552
189389,141256
221125,906780
198032,578348
857151,556825
595973,190281
47587,401041
157815,421578
182349,129221
237132,184846
974728,267402
450765,719721
187767,805692
958393,312696
861395,682431
709375,263665
57865,212930
741042,102072
443545,427803
686538,104447
109539,363311
956812,440552
393334,680925
622214,588837
718043,288384
632817,510551
290360,820535
878426,462610
646740,286918
530409,814261
729308,744035
893322,498440
892345,303878
328031,632626
30275,251873
655262,43146
85701,903565
304265,79570
776755,275921
256889,974140
775308,878183
374944,545415
349595,144035
690126,654321
759683,957051
354988,126892
735082,574351
756373,591831
462618,231179
772907,280419
303513,859288
655094,214355
726031,770479
112852,33635
848248,21540
71582,966605
51175,305068
412518,576809
658353,207120
773401,144793
266158,518437
275217,958492
867095,354041
630456,91326
649378,31293
91829,118672
187512,952011
844377,595861
584798,72496
246216,645331
389349,119096
149903,877303
741588,146247
845676,298626
579750,833100
885423,151503
570700,250618
351533,761315
592195,721234
129923,756275
307468,198664
270,956058
358591,439165
883375,635302
248961,672497
681906,978363
553179,4872
382019,546369
83758,179931
776752,184137
593883,253953
865984,913129
893929,714094
405059,407675
789115,334951
26696,474713
96155,68705
438647,837255
698677,86966
897238,947973
610692,359491
55659,65232
683858,600044
216142,341926
741028,991188
151217,205256
795061,788554
355426,191130
953240,150944
701346,22919
796481,84009
858567,90440
820619,32861
319336,387306
934660,707521
493607,131871
456226,408864
220894,678048
440746,157943
914831,876619
869566,991702
445090,639705
59751,778832
627983,459276
79066,314961
939647,223462
714502,578179
672388,21107
321316,410701
570601,816989
109009,900552
974886,97234
875835,572626
37332,931845
691321,103107
599672,254614
504737,737970
632801,125916
664166,353829
315298,358635
625093,352808
305336,973938
634172,30849
34490,288804
935528,531165
985927,424259
887039,355445
843703,127922
288356,571730
124362,431084
535972,571811
19245,282277
171004,495504
947890,754050
837549,89768
535404,519465
509368,284206
846051,682100
974968,123681
187387,284376
933435,242847
243154,499881
322595,665020
140835,143744
224967,672744
744789,441497
147818,810249
212408,523847
996783,632540
771863,804699
124736,742303
932596,155397
63865,281855
894166,815740
650704,734704
755110,290829
126058,53534
734691,76863
520995,528428
862246,2121
826284,894543
968305,384890
198957,823263
601521,219170
796603,614782
34684,396031
334624,441714
319038,632466
400127,48209
829675,767387
64503,572502
250217,910631
669438,905099
810325,885959
98894,254548
78707,915343
850249,649482
116992,968941
864774,18300
770312,132046
463353,35121
68524,175729
300295,832308
252987,224307
315463,858877
530745,225960
105754,538195
828696,239747
430159,358285
432194,636073
992780,719129
244973,528235
352834,181677
118306,508589
813490,181196
777083,330742
329101,496114
391864,283777
433376,929196
889395,55866
463951,239424
719463,339787
458087,571086
216993,313769
297297,409729
696959,684877
306759,228121
184153,221439
310001,257574
283907,873510
673561,791557
953906,637643
226926,803280
642913,269369
601943,963203
88326,492717
31694,74409
472495,996759
950665,358464
219487,413783
85984,146108
583034,985794
871658,239493
868038,984535
125268,980889
812512,373344
481070,600904
881796,909547
434191,783416
692442,891419
200585,699775
94761,983858
813605,324844
805569,694471
740577,337506
622706,92011
834482,345241
635856,349275
441217,393010
427877,529389
23859,38599
469536,873569
289142,882651
966735,180936
590051,388205
491152,176619
798486,826974
660736,861695
876908,870728
449585,333009
232344,238722
981428,649062
568909,256955
298807,464618
441554,375157
152259,68907
598707,329616
639994,479879
319343,275198
506927,545189
241423,864148
314198,138905
361491,674185
698820,679141
164836,434595
126852,927383
569009,225479
580259,26330
444671,274013
431151,933269
371816,525362
457456,907869
512854,222667
921040,841385
808224,163922
616594,589902
360774,96398
523360,691152
217247,650081
847715,930372
358188,924727
36460,32640
456658,972384
849008,33272
604549,967799
85179,57038
353024,656846
865703,823269
354353,812376
256876,793862
668134,730665
589534,191247
142817,482115
313769,616440
186839,904612
932543,583242
230482,493631
351353,452421
326501,739061
550796,888419
404565,513408
278003,519148
443685,483819
956683,394702
754461,583478
759821,579867
303632,31141
577466,714329
44520,89678
225672,424480
820808,585763
753150,178753
821202,868312
292304,170922
921472,778421
295423,901397
470259,717752
93047,532230
167454,478454
380899,337522
685670,112542
825366,175464
835359,774638
64096,338676
651303,739090
784716,76397
739834,174447
521330,54676
753825,136934
21104,335075
658430,398628
128685,507367
200836,157911
697697,134703
651107,56224
62748,168271
538888,918902
845867,761125
669946,324865
726022,18131
920320,986122
110472,613979
145808,744133
473780,768816
8081,591207
881619,864029
197161,745252
953028,32062
283230,391947
812763,644266
604405,113999
770038,809978
582108,66391
314020,819579
237334,123504
574691,388881
412695,449109
852734,500429
480113,488390
424005,377390
10035,732556
140517,23122
304015,656236
191313,122402
14374,6585
892883,374459
485064,505535
722010,125620
722382,497496
158305,44924
78157,873332
864464,520521
216516,884596
116416,917020
948593,295185
501286,981350
562505,979414
492638,92926
465064,859953
511684,608220
830913,478974
629830,966010
108780,626927
248941,558443
850049,188268
553931,471303
163047,356347
560217,727330
982030,689294
356401,349752
215243,943597
110316,25361
86529,688607
939180,410287
393837,171480
473622,955614
871526,839597
696000,143912
358437,418747
183147,211900
447939,625902
679338,906330
594068,84386
43693,202211
945860,658180
85862,217993
302286,187430
622530,714772
5058,473460
194186,618910
505317,251123
944917,231965
106800,324295
74074,850653
677408,676097
378978,251916
78919,967647
818746,739594
359731,78955
143858,225698
887794,772105
391267,895152
278516,773482
427940,70256
647513,860245
197830,857870
815812,976106
376707,35232
709483,38041
987937,984258
903657,222885
352395,125058
748166,200474
107196,172069
46624,227161
5977,925731
294035,165355
950603,218924
438275,789529
587453,546267
578100,553288
816755,476243
86700,502265
487076,80435
963212,45448
751292,893952
443063,466331
581821,983189
932583,955136
301200,436230
769036,878112
451522,185865
8510,35666
199673,285731
745075,480414
842950,575106
990008,764368
930503,422406
500128,598322
745062,569650
968570,661055
413273,979368
674155,735549
843419,195861
263249,481804
92878,781404
454439,258655
834799,190828
248554,824608
364822,671769
41688,765459
608229,43764
227908,528153
43288,741627
973581,322446
568911,370022
770335,8128
806553,878686
694075,969696
530897,30730
22588,181177
299240,822603
671524,98087
714349,396369
404157,162445
119912,823563
207434,578378
47245,187113
652738,269836
776545,644383
551562,906045
755835,997108
171236,736020
116867,912707
204618,347036
429497,959560
557276,809629
808344,891645
434324,140035
845125,134420
312204,318160
307403,40311
727537,402934
967548,897447
271053,481416
750577,715320
857639,543687
329451,566550
724235,852615
335475,584247
984951,686221
781821,369339
157752,156229
692334,155460
836784,890616
827624,726210
419811,837707
482901,548375
122855,421307
463654,295959
10048,133190
879846,983459
138573,980242
458589,678614
289812,684662
527826,749646
38216,443300
709405,444505
335782,624255
33180,425930
993940,36689
265675,479462
407995,393601
965071,591228
983269,169757
720293,20388
302561,772096
332829,826548
466966,422326
685828,507653
625672,807870
959710,102031
710906,765261
834647,146408
514736,326607
772316,522978
413247,574917
834623,74318
821954,378873
300948,633729
410924,655135
463503,141844
429424,767743
253682,695343
970732,252439
7018,600692
31872,330203
780722,557902
980989,816864
579363,18692
